 2.619167597 3.358347843 -6.584315821 0.0004675549014
 2.61915793 3.894777452 -6.223697751 0.001037172603
 2.619151325 4.261290205 -6.448625726 0.0005355032038
 2.619141417 4.811059336 -7.93538897 0.0002207828881
 2.779803604 1.480847109 -6.795283928 0.0006904094683
 2.779784269 2.553706326 -4.097885113 0.006253831019
 2.779769768 3.358350738 -2.659855248 0.01444701647
 2.7797601 3.894780346 -2.29878692 0.0320621126
 2.779753495 4.2612931 -2.524239498 0.01654532643
 2.779743587 4.811062231 -4.015874937 0.006788326291
 2.900255232 1.48084928 -5.222164642 0.001825607261
 2.900235897 2.553708496 -2.52408681 0.01654785288
 2.900221396 3.358352909 -1.085311502 0.03825581151
 2.900211728 3.894782517 -0.723928105 0.08492747624
 2.900205123 4.261295271 -0.9497196335 0.04381110622
 2.900195215 4.811064401 -2.444614224 0.01791662306
 2.980556317 1.480850727 -4.908007489 0.00386587722
 2.980536982 2.553709944 -2.209493059 0.03505677537
 2.980522481 3.358354356 -0.7702477541 0.08108338118
 2.980512814 3.894783964 -0.4086620755 0.18004062
 2.980506208 4.261296718 -0.6346541727 0.09285801479
 2.9804963 4.811065848 -2.131543256 0.03789877176
 3.055800996 1.480852083 -5.198151475 0.001869976463
 3.055781661 2.5537113 -2.499236736 0.01696422021
 3.05576716 3.358355712 -1.059567505 0.03925345558
 3.055757493 3.89478532 -0.6977963535 0.08717603133
 3.055750888 4.261298074 -0.9239583599 0.04495439923
 3.05574098 4.811067205 -2.422592533 0.01831555385
 3.168668015 1.480854118 -6.793237349 0.0006918238925
 3.16864868 2.553713334 -4.093733025 0.006279851459
 3.168634179 3.358357746 -2.653452501 0.01453981383
 3.168624512 3.894787354 -2.291407991 0.03229957166
 3.168617906 4.261300108 -2.517792692 0.0166523355
 3.168607999 4.811069239 -4.018830013 0.00676829588
 3.319123537 3.358360458 -7.204168742 0.0002515555542
 3.31911387 3.894790066 -6.841762482 0.0005590220444
 3.319107265 4.26130282 -7.068385597 0.0002881401522
